UclustConsensusTaxonAssigner parameters:
id_to_taxonomy_filepath:/Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/ref_dbs/gg_13_8_otus/99_otu_taxonomy_clean.tsv
id_to_taxonomy_fp:/Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/ref_dbs/gg_13_8_otus/99_otu_taxonomy_clean.tsv
max_accepts:3
min_consensus_fraction:0.76
reference_sequences_fp:/Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/ref_dbs/gg_13_8_otus/99_otus_clean_515f-806r_trim250.fasta
similarity:0.8
unassignable_label:Unassigned
Result path: /var/folders/0t/l1dz88p50y91vx_22fx5w3780000gn/T/assign-taxBoVIpu

.uc file contents:

# uclust --input /Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/sake/simulated-seqs.fna --id 0.8 --rev --maxaccepts 3 --allhits --libonly --lib /Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/ref_dbs/gg_13_8_otus/99_otus_clean_515f-806r_trim250.fasta --uc /var/folders/0t/l1dz88p50y91vx_22fx5w3780000gn/T/UclustConsensusTaxonAssigner_gUzSYR.uc
# version=1.2.22
# Tab-separated fields:
# 1=Type, 2=ClusterNr, 3=SeqLength or ClusterSize, 4=PctId, 5=Strand, 6=QueryStart, 7=SeedStart, 8=Alignment, 9=QueryLabel, 10=TargetLabel
# Record types (field 1): L=LibSeed, S=NewSeed, H=Hit, R=Reject, D=LibCluster, C=NewCluster, N=NoHit
# For C and D types, PctId is average id with seed.
# QueryStart and SeedStart are zero-based relative to start of sequence.
# If minus strand, SeedStart is relative to reverse-complemented seed.
L	934	250	*	*	*	*	*	901170	*
H	934	250	100.0	+	0	0	250M	901170	901170
L	14236	250	*	*	*	*	*	897302	*
H	14236	250	98.0	+	0	0	80MD169MI	901170	897302
L	1014	250	*	*	*	*	*	882691	*
H	1014	250	95.6	+	0	0	3D247M3I	901170	882691
L	3903	250	*	*	*	*	*	444228	*
H	3903	250	100.0	+	0	0	250M	896004	444228
L	957	250	*	*	*	*	*	896004	*
H	957	250	100.0	+	0	0	250M	896004	896004
L	505	250	*	*	*	*	*	1006843	*
H	505	250	99.6	+	0	0	250M	896004	1006843
L	1217	250	*	*	*	*	*	836529	*
H	1217	250	100.0	+	0	0	250M	836529	836529
L	10552	250	*	*	*	*	*	14500	*
H	10552	250	99.2	+	0	0	250M	836529	14500
L	15406	250	*	*	*	*	*	3840972	*
H	15406	250	99.2	+	0	0	250M	836529	3840972
L	7082	250	*	*	*	*	*	212584	*
H	7082	250	100.0	+	0	0	250M	765820	212584
L	19402	250	*	*	*	*	*	4442913	*
H	19402	250	100.0	+	0	0	250M	765820	4442913
L	2685	250	*	*	*	*	*	547252	*
H	2685	250	100.0	+	0	0	250M	765820	547252
L	2180	250	*	*	*	*	*	574826	*
H	2180	250	100.0	+	0	0	250M	574826	574826
L	15413	250	*	*	*	*	*	742896	*
H	15413	250	99.2	+	0	0	250M	574826	742896
L	19826	250	*	*	*	*	*	4463224	*
H	19826	250	99.2	+	0	0	250M	574826	4463224
L	2896	250	*	*	*	*	*	532598	*
H	2896	250	100.0	+	0	0	250M	542642	532598
L	1211	250	*	*	*	*	*	839479	*
